"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"61","172256_x_at","cya-2","186646","CYCLIN domain-containing protein",-0.250406859599,6.15036220536961,-2.02916638394058,0.0589388661302935,0.121430371424567,-4.91045597322932
"62","172270_x_at","allo-1","177962","Allophagy receptor allo-1",-0.253226616728917,10.1999979905474,-2.39944736280153,0.0285774961993955,0.0693241181800345,-4.25095342753242
"63","172286_x_at","W09C3.8","189312","hypothetical protein",0.00978883001364128,4.9025915027935,0.0660277765576722,0.948151288759372,0.968117256152444,-6.83252253359291
"64","172303_x_at","W05H9.3","189229","ncRNA",-0.462943634947744,7.54396902001963,-3.24045668745561,0.00497443508343188,0.0174245003638069,-2.59019209494904
"65","172304_x_at","C32E8.4","171947","hypothetical protein",-0.0172973786304444,4.24287910975146,-0.12223076612549,0.90419662221516,0.936770165127259,-6.82697761346042
"66","172310_x_at","Y9D1A.1","174214","hypothetical protein",0.000958678378911948,6.14303175430963,0.00765497781576003,0.993984311483937,0.996152228909817,-6.8347775831132
"67","172318_x_at","scrm-1","173053","Phospholipid scramblase",-0.242485748410375,7.15148217081361,-2.16975269477034,0.0449865415417912,0.0980114306318021,-4.66709331512996
"68","172333_x_at","msd-2","260109","MSP domain-containing protein",0.169172989362337,3.74498972243691,1.0756906567993,0.297585422118984,0.424395078740138,-6.24866741045749
"69","172343_x_at","nlp-31","178804","QWGYGGY-amide",-0.613614009667693,8.62114282620357,-3.62447828219759,0.00219084647857907,0.00915673172593347,-1.7915643561074
"70","172347_at","C36A4.10","175494","hypothetical protein",-0.382103584584279,4.33930160288108,-2.80147643982118,0.0125496263999612,0.0363668812285185,-3.4783224547495
"71","172352_at","C33A12.4","177784","hypothetical protein",-0.938306701143452,6.14098533242535,-4.02328556541888,0.000934334090942693,0.00472836548450368,-0.953594589122934
"72","172360_x_at","abu-15","182136","Activated in Blocked Unfolded protein response",0.0131726100406064,4.37440557599164,0.0624651446393022,0.950944899983833,0.96930829453253,-6.83276251554756
"73","172363_x_at","F53A9.6","186145","hypothetical protein",-0.851997789755389,8.80151670633799,-4.89777359370544,0.000148732809860022,0.00119964374684002,0.870459444299855
"74","172375_x_at","nlp-29","178805","QWGYGGY-amide",-0.441465237234976,8.36252786696286,-1.97405262516107,0.0654070390632095,0.132289597418402,-5.00323724616426
"75","172385_x_at","nlp-50","174115","Neuropeptide-Like Protein",-0.402921355800421,6.1346629979248,-2.73412197317789,0.0144342968352863,0.040532671921309,-3.61102183066269
"76","172386_x_at","nlp-30","3565444","QWGYGGY-amide",-0.013997535191395,7.3143209579718,-0.0891681705322453,0.930024548868619,0.956142656051001,-6.83064007456361
"77","172390_x_at","sdz-37","191391","SKN-1 Dependent Zygotic transcript",0.490235651044438,5.78217974728173,3.04358571017134,0.00755130682157486,0.0242409156627923,-2.99283979961783
"78","172400_x_at","ilys-5","180928","Invertebrate LYSozyme",1.83282310068228,11.0438845015035,12.318526856122,1.00255121703379e-09,1.39354619167697e-06,12.5844712654374
"79","172403_x_at","math-27","173545","pseudo",-0.37448689358872,4.30826878479628,-2.2797033080349,0.0362680992670028,0.0836956136930834,-4.47056909968
"80","172405_x_at","cnc-3","178636","CaeNaCin (Caenorhabditis bacteriocin)",-0.242792923933603,8.17329952293463,-1.63739921707438,0.120526128228809,0.214161484280948,-5.5335385891658
"81","172407_x_at","atf-7","175587","BZIP domain-containing protein",0.292735043823347,9.21297423601187,2.9063842611455,0.0100791078132677,0.0306340230184594,-3.2694766191219
"82","172422_x_at","K10D6.2","179548","hypothetical protein",-1.52168921366696,5.60277428993198,-9.52938584508788,4.17542444651618e-08,7.5809332112247e-06,8.99655991121496
"83","172427_x_at","nlp-28","181845","QWGYGGY-amide",-0.30181256503271,8.6740019612264,-1.75539446867494,0.0977881953415841,0.181718705247061,-5.35524292551237
"84","172437_x_at","cnc-2","178637","CaeNaCin (Caenorhabditis bacteriocin)",-0.688597003992564,8.55373588568342,-3.56046653893077,0.00251237956203045,0.0101223408441227,-1.92553176707233
"85","172462_x_at","F07C6.4","178235","DUF3338 domain-containing protein;FERM domain-containing protein",0.291808221476559,7.44436882670188,2.78876246084506,0.0128861703657719,0.0372128327044798,-3.50345796302653
"86","172473_at","F28F5.4","3896752","hypothetical protein",-0.184450552062779,4.8275941188869,-1.63551342829033,0.12092361182118,0.21450176248303,-5.53631689786529
"87","172475_x_at","col-145","179297","Putative cuticle collagen 145",-0.178216545468941,5.96108564642919,-1.17360794611241,0.257259953806804,0.381498580147359,-6.14152751703637
"88","172490_at","F39F10.4","181738","hypothetical protein",-0.054508221368569,2.98593916210188,-0.279987842242509,0.782976041023182,0.850484524893636,-6.79379990916034
"89","172493_x_at","ash-2","174838","B30.2/SPRY domain-containing protein;Set1/Ash2 histone methyltransferase complex subunit ash-2",0.357438999386293,8.60211075174075,2.91936786149173,0.0098083369375837,0.0299489964928604,-3.24345959436756
"90","172515_x_at","W08A12.2","178786","hypothetical protein",-0.404710285204107,8.32976223842851,-2.6346206944631,0.0177244409757284,0.0475617238537886,-3.80485536075749
"91","172516_x_at","Y39G8B.1","175047","Aldo_ket_red domain-containing protein",-0.223783586296236,8.33881113197766,-1.36591960630624,0.190343996824215,0.303531344840143,-5.90865329420715
"92","172531_x_at","Y46H3C.5","178653","hypothetical protein",-0.445247204721795,5.23224555946888,-2.8575507285142,0.0111640337106703,0.0332054355017798,-3.36700381915119
"93","172540_x_at","twk-17","181024","TWiK family of potassium channels",0.195174192379638,4.01673459879807,1.19211257016843,0.250126272602356,0.374316206828895,-6.12039162969377
"94","172558_s_at","zgpa-1","177568","Zinc finger G-PAtch domain-containing protein homolog",0.0745533550758273,6.08739378538247,0.452634466513289,0.656722679064459,0.753172049422111,-6.72804707502914
"95","172564_x_at","nlp-61","184956","Neuropeptide-Like Protein",-0.307656825777451,5.72300538564532,-1.92623631271041,0.0715294553690667,0.141969456872445,-5.08246284889597
"96","172568_x_at","Y43F8B.2","180278","DUF727 domain-containing protein",-0.258027467786203,9.56590530132993,-1.88445480524016,0.0772939388888734,0.151038296704125,-5.15068931191491
"97","172570_x_at","Y51A2D.14","180214","hypothetical protein",-0.715713607926221,9.41509120739657,-6.0794186541167,1.41247097530036e-05,0.000230980547725589,3.22187131190916
"98","172583_x_at","fbxa-24","173727","FTH domain-containing protein",-0.38222044729012,4.57113558203924,-2.12613735854797,0.0489518339124648,0.104360504813383,-4.74358360485598
"99","172587_x_at","abu-8","178904","Activated in Blocked Unfolded protein response",0.310587510548466,4.94375792386627,2.00641822977902,0.0615350106369859,0.125784801155015,-4.94893780997559
"100","172588_x_at","flp-21","182944","FMRF-Like Peptide",-0.21009919752361,4.66441391481402,-1.56525340367898,0.13655037383709,0.234907202516777,-5.63817259317073
"101","172592_x_at","T20D4.15","188650","DUF19 domain-containing protein",-0.414848310585458,4.60321960608385,-2.9192564276064,0.00981063050581469,0.0299489964928604,-3.24368304128873
"102","172594_x_at","fbxa-60","188448","F-box domain-containing protein",-0.387520984566705,7.6966770703451,-2.79784243247753,0.0126449435029291,0.0366176488938987,-3.48551090573529
"103","172609_x_at","cin-4","191525","DNA topoisomerase-like protein cin-4",0.312051636007597,7.77418642866044,2.86066911620179,0.0110914923077356,0.0331207584767493,-3.36079180842335
"104","172610_x_at","ZC239.14","191124","BTB domain-containing protein",-0.6391561615063,5.23320742214993,-3.64546429093112,0.00209465143441553,0.00887672406657802,-1.74759280823986
"105","172622_x_at","W04E12.7","189193","hypothetical protein",0.120699371711071,4.47411049083315,0.721945242285114,0.480462494677619,0.600578118347024,-6.56579072830808
"106","172635_x_at","nspe-7","189661","Nematode Specific Peptide family, group E",-2.03103784417453,4.83660552590132,-9.52093190088307,4.22786827876942e-08,7.5809332112247e-06,8.98435794454334
"107","172655_x_at","F47B7.1","180666","UPF0057 membrane protein F47B7.1",-0.919976884232717,8.48293289135724,-7.27895724131421,1.56389190570715e-06,6.29139733178558e-05,5.41812227886982
"108","172659_x_at","T23F2.5","180823","UPF0057 membrane protein T23F2.5",-0.241798478859403,10.1369685566026,-2.00600299340162,0.0615833466581182,0.125811960289751,-4.94963782636516
"109","172660_s_at","Y38E10A.24","174898","hypothetical protein",0.0979207372462731,8.47782912842415,1.01891443604202,0.322991533990187,0.450386848682167,-6.30708395551374
"110","172661_x_at","his-31","191677","Histone H4",-0.209542643880314,6.78729888418372,-1.6137737887161,0.125587312970796,0.219856882908572,-5.56817926760729
"111","172663_x_at","Y57G11C.20","353433","hypothetical protein",-0.521614208095551,4.54075771954305,-3.66520405461753,0.00200802663989003,0.00858817547522199,-1.70621206118551
"112","172669_x_at","ssp-10","177834","Sperm-specific class P protein 10",0.43100244288557,6.64010094640926,3.86041816284001,0.00132269759791859,0.00617653861514057,-1.29619309254722
"113","172673_x_at","vit-4","180646","Vitellogenin-4",0.590177113050879,9.73227406788598,2.83724287912244,0.0116478140196058,0.0343989974941615,-3.40740390235879
"114","172692_x_at","C50F4.6","3565041","hypothetical protein",0.190573103644418,7.20929551999696,1.06381752338798,0.302774315996867,0.429629002197701,-6.26111185490651
"115","172700_x_at","col-157","188426","Col_cuticle_N domain-containing protein",-0.456184862100788,10.007658109182,-3.47250325809334,0.00303230661819736,0.0117189236310315,-2.10917500140002
"116","172701_x_at","col-125","178029","Col_cuticle_N domain-containing protein",-0.56392966194896,9.85696506563214,-4.95759555412992,0.000131492225027807,0.00110305559590006,0.993280016211235
"117","172703_x_at","col-160","179804","Col_cuticle_N domain-containing protein",-0.477078357227181,9.74167832984129,-3.19926771551049,0.00542970328786146,0.01866600388325,-2.67491293458364
"118","172705_x_at","col-159","179803","Col_cuticle_N domain-containing protein",-0.461611815723874,9.00508276519193,-2.81663686677167,0.0121594178031006,0.0354958013028175,-3.44829913102543
"119","172706_x_at","F53F1.4","179822","hypothetical protein",-0.255623547496349,6.18811369210932,-1.5073168661712,0.150687109273259,0.252798500769814,-5.719673165461
"120","172707_x_at","tat-4","174031","GyrI-like domain-containing protein;Phospholipid-transporting ATPase",-0.44712654832128,4.09158580497746,-3.81229207433448,0.00146599910668776,0.00672497107052057,-1.39737598183949
"121","172709_x_at","col-147","179351","Col_cuticle_N domain-containing protein",-0.29794275804851,9.2138127979565,-1.49489749455818,0.153871340794,0.257068706374591,-5.73684309289695
"122","172710_x_at","col-146","188178","Col_cuticle_N domain-containing protein",-0.416201715405453,9.33768196462585,-3.31693707309177,0.00422676006689522,0.0152602506311282,-2.43230197352201
"123","172717_x_at","slo-2","181332","SLOwpoke potassium channel family",-0.599420654695908,4.80924015032717,-4.06853751962409,0.000848475099710542,0.00437347486500984,-0.858413744926021
"124","172724_x_at","msp-33","173844","Major sperm protein 33",0.187886979443276,4.10412138341233,1.17561463918638,0.256478970266062,0.380830657089196,-6.13924894443075
"125","172729_x_at","col-73","184366","Col_cuticle_N domain-containing protein",-0.304794054120748,8.02522685907502,-1.96691353081261,0.0662901338708004,0.133670144217233,-5.01514192553407
"126","172741_x_at","F41F3.3","178856","hypothetical protein",-0.341249647692386,7.02444597849834,-2.10400997146662,0.0510838509167461,0.107960596483306,-4.78205560534849
"127","172742_x_at","nrf-6","174287","Nose resistant to fluoxetine protein 6",-0.122295122482535,7.95308058396974,-1.06553707429552,0.302018774610333,0.428957183285112,-6.25931699420122
"128","172744_at","mtl-1","179060","Metallothionein-1",0.19221569120718,9.15902010894821,0.717761216789184,0.482971025820347,0.601909497211849,-6.56885188983288
"129","172761_x_at","his-1","191667","Histone H4",-0.459736024962606,8.45007061903409,-3.34862392062395,0.00395059269503095,0.0144762491549025,-2.36668420120054
"130","172772_x_at","skr-13","178493","SKp1 Related (ubiquitin ligase complex component)",0.116673352967771,8.63780812394643,1.00951799864858,0.327341449716214,0.453594459990369,-6.31648379384162
"131","172782_x_at","skr-9","178494","SKp1 Related (ubiquitin ligase complex component)",-0.117825311788366,8.64420230151835,-0.862747037368155,0.400676364558233,0.525911375576907,-6.45316923943329
"132","172787_x_at","his-64","178066","Histone H4",-0.408267975445758,8.64701280810334,-2.43327925983123,0.0266994790149017,0.0656854439481653,-4.18792691623596
"133","172790_x_at","cyp-13B1","181462","Putative cytochrome P450 cyp-13B1",-0.222623670342097,3.96221865423868,-1.62226359649709,0.123748101235981,0.217457634318922,-5.55577285562442
"134","172793_x_at","cpr-3","180033","Cathepsin B-like cysteine proteinase 3",-0.873526426040753,8.71593592492797,-5.10485886624611,9.72540325372551e-05,0.000891193028268463,1.2941418748517
"135","172799_x_at","cut-2","179823","Cuticlin-2",-0.387041316780676,6.3539651351383,-2.56663107069479,0.020373208733648,0.0531200423468903,-3.93566047909236
"136","172801_x_at","col-43","179187","Col_cuticle_N domain-containing protein",-0.500025324969092,9.20854394579303,-3.27872362840073,0.00458530836343424,0.0163564892006166,-2.51128160145964
"137","172802_x_at","col-102","182802","Col_cuticle_N domain-containing protein",-0.0906446623042756,6.26474562399711,-0.483083464499069,0.635401173860372,0.735189482518799,-6.7133054270891
"138","172803_x_at","col-107","176961","Col_cuticle_N domain-containing protein",-0.705183038743908,6.290837021821,-4.15440351870829,0.000706843318627132,0.00375961305953462,-0.677891110177887
"139","172804_x_at","col-124","177901","Col_cuticle_N domain-containing protein",-0.0348815150207873,10.2847201690128,-0.311023627999178,0.759688111141642,0.831469664950301,-6.78423311955769
"140","172809_x_at","dpy-4","178414","Col_cuticle_N domain-containing protein",-0.328934705751475,9.21709412081318,-2.42745746982442,0.0270141396226816,0.0662640954274013,-4.19880184358294
"141","172820_x_at","sqt-3","179693","Cuticle collagen 1",-0.28090744833731,11.5299466447717,-2.1051560008946,0.0509713752457668,0.10783898263564,-4.78006866156269
"142","172821_x_at","col-133","186083","Col_cuticle_N domain-containing protein",-0.337013732578439,9.20949442942664,-2.53952249763491,0.0215311246906166,0.0555255349164323,-3.98741723635423
"143","172826_x_at","col-17","173839","COLlagen",-0.467040357478234,10.0632248947617,-3.11902851491434,0.00643746688088229,0.0213218720359644,-2.83925559124429
"144","172844_x_at","fipr-21","181238","FIP (Fungus-Induced Protein) Related",-0.580509352965725,8.70396705885075,-4.16898906823924,0.000685278739415665,0.00367302357758782,-0.647242199726407
"145","172855_x_at","lin-28","172626","Protein lin-28",0.153955057556796,5.82272159743891,1.40924711314895,0.177380339182864,0.287252821123318,-5.85228314225088
"146","172872_x_at","T23F2.3","188805","UPF0057 membrane protein T23F2.3",-0.945546798854886,9.32438770993313,-7.3555155142383,1.36800181747464e-06,6.00480797775711e-05,5.5513181167347
"147","172882_x_at","msp-3","173825","Major sperm protein 3",0.0538709090523355,4.64081111000654,0.313684854131662,0.757701922887576,0.830167372160061,-6.78336655445702
"148","172887_x_at","msp-64","173983","Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142",0.127433629079603,4.30043542422385,0.625114674722198,0.540468592855611,0.653451444536937,-6.63232306080438
"149","172888_x_at","math-20","173562","MATH (meprin-associated Traf homology) domain containing",-0.523160108562583,6.67806227380077,-3.18123636492133,0.00564169844945873,0.0192519497006898,-2.71192714826441
"150","172889_x_at","msp-45","173884","Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142",0.219656298249871,5.16686727822509,1.61463881551152,0.125398856498473,0.219664081630796,-5.56691732937314
"151","172895_x_at","dpy-13","177187","Cuticle collagen dpy-13",-0.46782937528585,10.4482104700455,-3.70851284596249,0.00183032610795355,0.00797540216318317,-1.61536043027328
"152","172896_x_at","msp-49","173888","Major sperm protein 49",0.238344353116713,5.08998077158156,1.54872122791521,0.140465753668774,0.239665381668899,-5.66166197863776
"153","172898_x_at","EEED8.12","173922","Putative RNA-binding protein EEED8.12",-0.103875079932664,7.23149104027686,-0.685250994984457,0.50272546147628,0.6182144424524,-6.5920668770511
"154","172902_x_at","col-34","177188","Cuticle collagen 34",-0.431885400412113,7.99817221796948,-2.49431298881582,0.0236024453217626,0.0596498163586365,-4.07320503038263
"155","172903_x_at","msp-55","177272","Major sperm protein 55/57",0.0997482440652666,5.10254814931036,0.470879386779536,0.643908674724211,0.741622109825073,-6.71932606516376
"156","172920_x_at","kpc-1","173051","Furin-like protease kpc-1",-0.0724036944932722,6.17945790293638,-0.500498935315407,0.623351594989636,0.725076914242404,-6.70445481241282
"157","172932_x_at","unc-52","175126","Basement membrane proteoglycan;Ig-like domain-containing protein",-0.605301120201116,6.72223631671198,-4.00266059392215,0.000976327616515783,0.00485833670748308,-0.996981846174501
"158","172933_x_at","gsp-3","172082","Serine/threonine-protein phosphatase PP1-gamma",-0.0125425804857695,4.12397878986251,-0.0665131287122583,0.947770756588041,0.967965724950314,-6.83248881042559
"159","172942_x_at","srp-6","179125","SERPIN domain-containing protein",-0.602333386809753,7.76636946040537,-4.31586860761541,0.000501969176411686,0.00290401805245274,-0.338967174823527
"160","172945_s_at","F13C5.1","180411","hypothetical protein",-0.0162893093481502,5.64490288609935,-0.0764748666044597,0.939963437528644,0.962112796881307,-6.83174212738351
"161","172952_s_at","C29A12.1","179501","hypothetical protein",0.0297503804718264,10.0251603683346,0.243027973840677,0.810987297094429,0.869052407592582,-6.80389367553858
"162","172965_x_at","C35D6.4","183235","hypothetical protein",0.285409580409207,4.63718403021298,2.41843511078285,0.0275086999786183,0.0672005148862557,-4.21563138783327
"163","172966_x_at","F38C2.7","185463","hypothetical protein",0.207832649268147,6.14915533255717,1.54420776425343,0.141550953196412,0.241023877022881,-5.66804269349191
"164","172971_s_at","Y54G2A.11","177058","hypothetical protein",0.0435308780866803,7.77177119814487,0.388532009101923,0.702603438500321,0.789505884814427,-6.75601575095755
